Time,Plasma/ CSF/ ER Nicotine,Sequestered Nicotine,Fraction of Activated nAChR
24.84980174106,2.29627049969308,9.46155729969044,0.0711158099835617
24.8608773978365,2.28460427412372,9.41439784534865,0.0707801117853264
24.8719530546129,2.2730234914636,9.36746642560574,0.0704466455295065
24.8830287113893,2.26152416656541,9.32076286101969,0.0701150764873568
24.8941043681657,2.25010274420263,9.27428684719162,0.0697857043816301
24.9051800249421,2.23875617469088,9.22803797176062,0.0694582674536918
24.9162556817185,2.22748174939149,9.18201572975894,0.0691326192089516
24.927331338495,2.21627706186651,9.13621953652013,0.0688087863408001
24.9384069952714,2.20514000062617,9.09064873865799,0.0684866934685273
24.9494826520478,2.19406869467328,9.04530262373683,0.0681662703768914
24.9605583088242,2.1830614796628,9.00018042877617,0.0678474898185904
24.9716339656006,2.17211687726198,8.95528134765267,0.0675303097380493
24.982709622377,2.16123356816777,8.91060453748157,0.0672146900767092
24.9937852791535,2.15041037071223,8.86614912411332,0.0669006036381907
25,2.14436323517565,8.84130114233162,0.066725026111426
25,2.14436323517565,8.84130114233162,0.066725026111426
25.0000011056723,2.14525816324725,8.8412967308073,0.0667250502723299
25.0000022113445,2.14615306831857,8.84129232234207,0.0667251296708627
25.0000049327953,2.14835565373946,8.8412814839033,0.0667255474073251
25.0000076542461,2.15055811577362,8.84127066193658,0.0667262605087933
25.0000103756969,2.15276044445218,8.8412598578136,0.0667272921983714
25.0000145529801,2.15614063611275,8.84124330984567,0.0667295103877811
25.0000220050362,2.16216992133586,8.84121389732376,0.0667353654248401
25.0000395122831,2.17633063384574,8.84114534417038,0.0667584747660995
25.00005701953,2.19048580660017,8.84107755692168,0.0667944280760479
25.0000745267769,2.2046355296002,8.84101053551421,0.0668428184129695
25.0000920340239,2.21877989407679,8.8409442797231,0.0669032343542593
25.0001106454782,2.23381057272216,8.8408746843942,0.0669802654295726
25.0001292569326,2.24883539047237,8.84080595368269,0.0670700056048044
25.0001478683869,2.26385445543443,8.84073808721678,0.0671719636589172
25.0001873407175,2.29568921884564,8.84059701039053,0.0674266479136763
25.0002268130481,2.32749941890599,8.84045981614496,0.0677302651391775
25.0002662853786,2.35928586342598,8.84032650133473,0.0680790760056582
25.0003057577092,2.39104928767027,8.84019706292874,0.0684696459655386
25.0003452300397,2.42279036678608,8.84007149798538,0.0688987945045335
25.0003847023703,2.45450972294538,8.83994980364062,0.0693635672561954
25.0004241747008,2.48620792982495,8.83983197710173,0.0698612191269775
25.0004636470314,2.51788551619067,8.83971801564243,0.0703892008034302
25.000503119362,2.54954296924477,8.8396079165982,0.0709451459139648
25.0005425916925,2.58118073783993,8.83950167736164,0.0715268584855002
25.0005820640231,2.61279923551482,8.83939929537799,0.0721323009420028
25.0006417038201,2.66053674461299,8.83925191503725,0.073087956413277
25.0007013436171,2.70823231245157,8.83911332624778,0.0740875530760621
25.0007609834141,2.75588699459815,8.83898352075202,0.0751257622670387
25.0008206232112,2.80350171615848,8.83886249048832,0.0761978667409493
25.0008802630082,2.85107729305505,8.83875022755946,0.0772996694295429
25.0009399028052,2.89861444983639,8.8386467242064,0.0784274157566811
25.0009995426022,2.946113830545,8.83855197279237,0.0795777460501779
25.0010591823993,2.99357600638781,8.83846596579168,0.0807476617591412
25.0011188221963,3.04100148320924,8.83838869577881,0.0819344921173578
25.0012572399339,3.15093204587084,8.83824298950018,0.0847413766737569
25.0013956576714,3.26067191913019,8.83814421585409,0.0876021743882541
25.001491957856,3.33690965474058,8.83810313444329,0.089614420738847
25.0015882580406,3.41305770676253,8.83808469758781,0.0916387722046669
25.0016845582252,3.48911689652677,8.83808887609886,0.093670921012192
25.0017808584098,3.56508789449719,8.83811564103819,0.0957073840132113
25.0018771585944,3.64097124086285,8.83816496368792,0.0977453969839326
25.001973458779,3.71676739067088,8.83823681548354,0.099782696852075
25.0020697589636,3.79247674252017,8.83833116797207,0.101817376609971
25.0021660591481,3.86809964344083,8.83844799280573,0.103847848727746
25.0023239333665,3.99188931076321,8.83868806010849,0.107164230141348
25.0025680207118,4.1828256765063,8.83917766348037,0.112252997740371
25.0027253509946,4.30560610935921,8.83956929844535,0.115504333589024
25.0028826812775,4.42815960354145,8.8400204057656,0.118731039803416
25.0030400115603,4.55048677381171,8.84053086418184,0.121931892101097
25.0033012203961,4.75308306747627,8.84150909941781,0.127187080103206
25.0035624292318,4.95505922497767,8.84265004823748,0.132367340928678
25.0038236380676,5.15641725244293,8.84395316073245,0.137472576812884
25.0040848469034,5.35715906425496,8.84541788873642,0.142503365179879
25.0043460557392,5.55728652534439,8.84704368574956,0.147460649362825
25.0046072645749,5.75680146773394,8.84883000692173,0.152345600116024
25.0048684734107,5.95570569877194,8.85077630904395,0.157159542114301
25.0052763567787,6.26508192235923,8.85413416924331,0.164537922642664
25.0056842401468,6.57298018108745,8.8578787448531,0.171751998328188
25.0060921235148,6.8794072523174,8.86200799118883,0.178807118799422
25.0065000068829,7.18436991594533,8.86651987308442,0.185708399759625
25.0069078902509,7.48787495101402,8.87141236489118,0.192460735922148
25.0077131880465,8.08284160370956,8.88218147484723,0.205372977528269
25.0085184858421,8.67220486285555,8.89441094223696,0.217757079660434
25.0099713298776,9.72147263987983,8.92011926617958,0.238863005274589
25.010993539654,10.449064362254,8.94097855325665,0.252833183672145
25.0120157494304,11.1679666900809,8.96409214034385,0.266135549454354
25.0130379592068,11.8782841410603,8.98943003699494,0.27881641300654
25.0140601689832,12.5801205342616,9.01696261778739,0.2909179857061
25.0150823787596,13.2735790178319,9.04666062004503,0.302478191943686
25.016104588536,13.9587618563358,9.07849514090973,0.313532185277286
25.0171267983124,14.6357705414481,9.11243763411538,0.324111624823208
25.0181490080888,15.3047055323915,9.14845990660413,0.334246592304928
25.0191712178652,15.9656665279936,9.18653411534107,0.343963706223006
25.0201934276416,16.6187522370188,9.2266327641269,0.353287777583561
25.021215637418,17.2640605199839,9.26872870036141,0.362240872782271
25.0222378471944,17.9016879146055,9.31279511120163,0.370845800823836
25.0232600569708,18.5317302787977,9.35880551992111,0.379121590725426
