seconds,mg
2040,0.00162037
2050,0.00162037
2060,0.00162037
2070,0.00162037
2080,0.00162037
2090,0.00162037
2100,0.00162037
2110,0.00162037
2120,0.00162037
2130,0.00162037
2140,0.00162037
2150,0.00162037
2160,0.00162037
2170,0.00162037
2180,0.00162037
2190,0.00162037
2200,0.00162037
2210,0.00162037
2220,0.00162037
2230,0.00162037
2240,0.00162037
2250,0.00162037
2260,0.00162037
2270,0.00162037
2280,0.00162037
2290,0.00162037
2300,0.00162037
2310,0.00162037
2320,0.00162037
2330,0.00162037
2340,0.00162037
2350,0.00162037
2360,0.00162037
2370,0.00162037
2380,0.00162037
2390,0.00162037
2400,0.00162037
2410,0.00162037
2420,0.00162037
2430,0.00162037
2440,0.00162037
2450,0.00162037
2460,0.00162037
2470,0.00162037
2480,0.00162037
2490,0.00162037
2500,0.00162037
2510,0.00162037
2520,0.00162037
2530,0.00162037
2540,0.00162037
2550,0.00162037
2560,0.00162037
2570,0.00162037
2580,0.00162037
2590,0.00162037
2600,0.00162037
2610,0.00162037
2620,0.00162037
2630,0.00162037
2640,0.00162037
2650,0.00162037
2660,0.00162037
2670,0.00162037
2680,0.00162037
2690,0.00162037
2700,0.00162037
2710,0.00162037
2720,0.00162037
2730,0.00162037
2740,0.00162037
2750,0.00162037
2760,0.00162037
2770,0.00162037
2780,0.00162037
2790,0.00162037
2800,0.00162037
2810,0.00162037
2820,0.00162037
2830,0.00162037
2840,0.00162037
2850,0.00162037
2860,0.00162037
2870,0.00162037
2880,0.00162037
2890,0.00162037
2900,0.00162037
2910,0.00162037
2920,0.00162037
2930,0.00162037
2940,0.00162037
2950,0.00162037
2960,0.00162037
2970,0.00162037
2980,0.00162037
2990,0.00162037
3000,0.00162037
3010,0.00162037
3020,0.00162037
3030,0.00162037
3040,0.00162037
3050,0.00162037
3060,0.00162037
3070,0.00162037
3080,0.00162037
3090,0.00162037
3100,0.00162037
3110,0.00162037
3120,0.00162037
3130,0.00162037
3140,0.00162037
3150,0.00162037
3160,0.00162037
3170,0.00162037
3180,0.00162037
3190,0.00162037
3200,0.00162037
3210,0.00162037
3220,0.00162037
3230,0.00162037
3240,0.00162037
3250,0.00162037
3260,0.00162037
3270,0.00162037
3280,0.00162037
3290,0.00162037
3300,0.00162037
3310,0.00162037
3320,0.00162037
3330,0.00162037
3340,0.00162037
3350,0.00162037
3360,0.00162037
3370,0.00162037
3380,0.00162037
3390,0.00162037
3400,0.00162037
3410,0.00162037
3420,0.00162037
3430,0.00162037
3440,0.00162037
3450,0.00162037
3460,0.00162037
3470,0.00162037
3480,0.00162037
3490,0.00162037
3500,0.00162037
3510,0.00162037
3520,0.00162037
3530,0.00162037
3540,0.00162037
3550,0.00162037
3560,0.00162037
3570,0.00162037
3580,0.00162037
3590,0.00162037
3600,0.00162037
3610,0.00162037
3620,0.00162037
3630,0.00162037
3640,0.00162037
3650,0.00162037
3660,0.00162037
3670,0.00162037
3680,0.00162037
3690,0.00162037
3700,0.00162037
3710,0.00162037
3720,0.00162037
3730,0.00162037
3740,0.00162037
3750,0.00162037
3760,0.00162037
3770,0.00162037
3780,0.00162037
3790,0.00162037
3800,0.00162037
3810,0.00162037
3820,0.00162037
3830,0.00162037
3840,0.00162037
3850,0.00162037
3860,0.00162037
3870,0.00162037
3880,0.00162037
3890,0.00162037
3900,0.00162037
3910,0.00162037
3920,0.00162037
3930,0.00162037
3940,0.00162037
3950,0.00162037
3960,0.00162037
3970,0.00162037
3980,0.00162037
3990,0.00162037
4000,0.00162037
4010,0.00162037
4020,0.00162037
4030,0.00162037
4040,0.00162037
4050,0.00162037
4060,0.00162037
4070,0.00162037
4080,0.00162037
4090,0.00162037
4100,0.00162037
4110,0.00162037
4120,0.00162037
4130,0.00162037
4140,0.00162037
4150,0.00162037
4160,0.00162037
4170,0.00162037
4180,0.00162037
4190,0.00162037
4200,0.00162037
4210,0.00162037
4220,0.00162037
4230,0.00162037
4240,0.00162037
4250,0.00162037
4260,0.00162037
4270,0.00162037
4280,0.00162037
4290,0.00162037
4300,0.00162037
4310,0.00162037
4320,0.00162037
4330,0.00162037
4340,0.00162037
4350,0.00162037
4360,0.00162037
4370,0.00162037
4380,0.00162037
4390,0.00162037
4400,0.00162037
4410,0.00162037
4420,0.00162037
4430,0.00162037
4440,0.00162037
4450,0.00162037
4460,0.00162037
4470,0.00162037
4480,0.00162037
4490,0.00162037
4500,0.00162037
4510,0.00162037
4520,0.00162037
4530,0.00162037
4540,0.00162037
4550,0.00162037
4560,0.00162037
4570,0.00162037
4580,0.00162037
4590,0.00162037
4600,0.00162037
4610,0.00162037
4620,0.00162037
4630,0.00162037
4640,0.00162037
4650,0.00162037
4660,0.00162037
4670,0.00162037
4680,0.00162037
4690,0.00162037
4700,0.00162037
4710,0.00162037
4720,0.00162037
4730,0.00162037
4740,0.00162037
4750,0.00162037
4760,0.00162037
4770,0.00162037
4780,0.00162037
4790,0.00162037
4800,0.00162037
4810,0.00162037
4820,0.00162037
4830,0.00162037
4840,0.00162037
4850,0.00162037
4860,0.00162037
4870,0.00162037
4880,0.00162037
4890,0.00162037
4900,0.00162037
4910,0.00162037
4920,0.00162037
4930,0.00162037
4940,0.00162037
4950,0.00162037
4960,0.00162037
4970,0.00162037
4980,0.00162037
4990,0.00162037
5000,0.00162037
5010,0.00162037
5020,0.00162037
5030,0.00162037
5040,0.00162037
5050,0.00162037
5060,0.00162037
5070,0.00162037
5080,0.00162037
5090,0.00162037
5100,0.00162037
5110,0.00162037
5120,0.00162037
5130,0.00162037
5140,0.00162037
5150,0.00162037
5160,0.00162037
5170,0.00162037
5180,0.00162037
5190,0.00162037
5200,0.00162037
5210,0.00162037
5220,0.00162037
5230,0.00162037
5240,0.00162037
5250,0.00162037
5260,0.00162037
5270,0.00162037
5280,0.00162037
5290,0.00162037
5300,0.00162037
5310,0.00162037
5320,0.00162037
5330,0.00162037
5340,0.00162037
5350,0.00162037
5360,0.00162037
5370,0.00162037
5380,0.00162037
5390,0.00162037
5400,0.00162037
5410,0.00162037
5420,0.00162037
5430,0.00162037
5440,0.00162037
5450,0.00162037
5460,0.00162037
5470,0.00162037
5480,0.00162037
5490,0.00162037
5500,0.00162037
5510,0.00162037
5520,0.00162037
5530,0.00162037
5540,0.00162037
5550,0.00162037
5560,0.00162037
5570,0.00162037
5580,0.00162037
5590,0.00162037
5600,0.00162037
5610,0.00162037
5620,0.00162037
5630,0.00162037
5640,0.00162037
5650,0.00162037
5660,0.00162037
5670,0.00162037
5680,0.00162037
5690,0.00162037
5700,0.00162037
5710,0.00162037
5720,0.00162037
5730,0.00162037
5740,0.00162037
5750,0.00162037
5760,0.00162037
5770,0.00162037
5780,0.00162037
5790,0.00162037
5800,0.00162037
5810,0.00162037
5820,0.00162037
5830,0.00162037
5840,0.00162037
5850,0.00162037
5860,0.00162037
5870,0.00162037
5880,0.00162037
5890,0.00162037
5900,0.00162037
5910,0.00162037
5920,0.00162037
5930,0.00162037
5940,0.00162037
5950,0.00162037
5960,0.00162037
5970,0.00162037
5980,0.00162037
5990,0.00162037
6000,0.00162037
6010,0.00162037
6020,0.00162037
6030,0.00162037
6040,0.00162037
6050,0.00162037
6060,0.00162037
6070,0.00162037
6080,0.00162037
6090,0.00162037
6100,0.00162037
6110,0.00162037
6120,0.00162037
6130,0.00162037
6140,0.00162037
6150,0.00162037
6160,0.00162037
6170,0.00162037
6180,0.00162037
6190,0.00162037
6200,0.00162037
6210,0.00162037
6220,0.00162037
6230,0.00162037
6240,0.00162037
6250,0.00162037
6260,0.00162037
6270,0.00162037
6280,0.00162037
6290,0.00162037
6300,0.00162037
6310,0.00162037
6320,0.00162037
6330,0.00162037
6340,0.00162037
6350,0.00162037
6360,0.00162037
6370,0.00162037
6380,0.00162037
6390,0.00162037
6400,0.00162037
6410,0.00162037
6420,0.00162037
6430,0.00162037
6440,0.00162037
6450,0.00162037
6460,0.00162037
6470,0.00162037
6480,0.00162037
6490,0.00162037
6500,0.00162037
6510,0.00162037
6520,0.00162037
6530,0.00162037
6540,0.00162037
6550,0.00162037
6560,0.00162037
6570,0.00162037
6580,0.00162037
6590,0.00162037
6600,0.00162037
6610,0.00162037
6620,0.00162037
6630,0.00162037
6640,0.00162037
6650,0.00162037
6660,0.00162037
6670,0.00162037
6680,0.00162037
6690,0.00162037
6700,0.00162037
6710,0.00162037
6720,0.00162037
6730,0.00162037
6740,0.00162037
6750,0.00162037
6760,0.00162037
6770,0.00162037
6780,0.00162037
6790,0.00162037
6800,0.00162037
6810,0.00162037
6820,0.00162037
6830,0.00162037
6840,0.00162037
6850,0.00162037
6860,0.00162037
6870,0.00162037
6880,0.00162037
6890,0.00162037
6900,0.00162037
6910,0.00162037
6920,0.00162037
6930,0.00162037
6940,0.00162037
6950,0.00162037
6960,0.00162037
6970,0.00162037
6980,0.00162037
6990,0.00162037
7000,0.00162037
7010,0.00162037
7020,0.00162037
7030,0.00162037
7040,0.00162037
7050,0.00162037
7060,0.00162037
7070,0.00162037
7080,0.00162037
7090,0.00162037
7100,0.00162037
7110,0.00162037
7120,0.00162037
7130,0.00162037
7140,0.00162037
7150,0.00162037
7160,0.00162037
7170,0.00162037
7180,0.00162037
7190,0.00162037
7200,0.00162037
7210,0.00162037
7220,0.00162037
7230,0.00162037
7240,0.00162037
7250,0.00162037
7260,0.00162037
7270,0.00162037
7280,0.00162037
7290,0.00162037
7300,0.00162037
7310,0.00162037
7320,0.00162037
7330,0.00162037
7340,0.00162037
7350,0.00162037
7360,0.00162037
7370,0.00162037
7380,0.00162037
7390,0.00162037
7400,0.00162037
7410,0.00162037
7420,0.00162037
7430,0.00162037
7440,0.00162037
7450,0.00162037
7460,0.00162037
7470,0.00162037
7480,0.00162037
7490,0.00162037
7500,0.00162037
7510,0.00162037
7520,0.00162037
7530,0.00162037
7540,0.00162037
7550,0.00162037
7560,0.00162037
7570,0.00162037
7580,0.00162037
7590,0.00162037
7600,0.00162037
7610,0.00162037
7620,0.00162037
7630,0.00162037
7640,0.00162037
7650,0.00162037
7660,0.00162037
7670,0.00162037
7680,0.00162037
7690,0.00162037
7700,0.00162037
7710,0.00162037
7720,0.00162037
7730,0.00162037
7740,0.00162037
7750,0.00162037
7760,0.00162037
7770,0.00162037
7780,0.00162037
7790,0.00162037
7800,0.00162037
7810,0.00162037
7820,0.00162037
7830,0.00162037
7840,0.00162037
7850,0.00162037
7860,0.00162037
7870,0.00162037
7880,0.00162037
7890,0.00162037
7900,0.00162037
7910,0.00162037
7920,0.00162037
7930,0.00162037
7940,0.00162037
7950,0.00162037
7960,0.00162037
7970,0.00162037
7980,0.00162037
7990,0.00162037
8000,0.00162037
8010,0.00162037
8020,0.00162037
8030,0.00162037
8040,0.00162037
8050,0.00162037
8060,0.00162037
8070,0.00162037
8080,0.00162037
8090,0.00162037
8100,0.00162037
8110,0.00162037
8120,0.00162037
8130,0.00162037
8140,0.00162037
8150,0.00162037
8160,0.00162037
8170,0.00162037
8180,0.00162037
8190,0.00162037
8200,0.00162037
8210,0.00162037
8220,0.00162037
8230,0.00162037
8240,0.00162037
8250,0.00162037
8260,0.00162037
8270,0.00162037
8280,0.00162037
8290,0.00162037
8300,0.00162037
8310,0.00162037
8320,0.00162037
8330,0.00162037
8340,0.00162037
8350,0.00162037
8360,0.00162037
8370,0.00162037
8380,0.00162037
8390,0.00162037
8400,0.00162037
8410,0.00162037
8420,0.00162037
8430,0.00162037
8440,0.00162037
8450,0.00162037
8460,0.00162037
8470,0.00162037
8480,0.00162037
8490,0.00162037
8500,0.00162037
8510,0.00162037
8520,0.00162037
8530,0.00162037
8540,0.00162037
8550,0.00162037
8560,0.00162037
8570,0.00162037
8580,0.00162037
8590,0.00162037
8600,0.00162037
8610,0.00162037
8620,0.00162037
8630,0.00162037
8640,0.00162037
8650,0.00162037
8660,0.00162037
8670,0.00162037
8680,0.00162037
8690,0.00162037
8700,0.00162037
8710,0.00162037
8720,0.00162037
8730,0.00162037
8740,0.00162037
8750,0.00162037
8760,0.00162037
8770,0.00162037
8780,0.00162037
8790,0.00162037
8800,0.00162037
8810,0.00162037
8820,0.00162037
8830,0.00162037
8840,0.00162037
8850,0.00162037
8860,0.00162037
8870,0.00162037
8880,0.00162037
8890,0.00162037
8900,0.00162037
8910,0.00162037
8920,0.00162037
8930,0.00162037
8940,0.00162037
8950,0.00162037
8960,0.00162037
8970,0.00162037
8980,0.00162037
8990,0.00162037
9000,0.00162037
9010,0.00162037
9020,0.00162037
9030,0.00162037
9040,0.00162037
9050,0.00162037
9060,0.00162037
9070,0.00162037
9080,0.00162037
9090,0.00162037
9100,0.00162037
9110,0.00162037
9120,0.00162037
9130,0.00162037
9140,0.00162037
9150,0.00162037
9160,0.00162037
9170,0.00162037
9180,0.00162037
9190,0.00162037
9200,0.00162037
9210,0.00162037
9220,0.00162037
9230,0.00162037
9240,0.00162037
9250,0.00162037
9260,0.00162037
9270,0.00162037
9280,0.00162037
9290,0.00162037
9300,0.00162037
9310,0.00162037
9320,0.00162037
9330,0.00162037
9340,0.00162037
9350,0.00162037
9360,0.00162037
9370,0.00162037
9380,0.00162037
9390,0.00162037
9400,0.00162037
9410,0.00162037
9420,0.00162037
9430,0.00162037
9440,0.00162037
9450,0.00162037
9460,0.00162037
9470,0.00162037
9480,0.00162037
9490,0.00162037
9500,0.00162037
9510,0.00162037
9520,0.00162037
9530,0.00162037
9540,0.00162037
9550,0.00162037
9560,0.00162037
9570,0.00162037
9580,0.00162037
9590,0.00162037
9600,0.00162037
9610,0.00162037
9620,0.00162037
9630,0.00162037
9640,0.00162037
9650,0.00162037
9660,0.00162037
9670,0.00162037
9680,0.00162037
9690,0.00162037
9700,0.00162037
9710,0.00162037
9720,0.00162037
9730,0.00162037
9740,0.00162037
9750,0.00162037
9760,0.00162037
9770,0.00162037
9780,0.00162037
9790,0.00162037
9800,0.00162037
9810,0.00162037
9820,0.00162037
9830,0.00162037
9840,0.00162037
9850,0.00162037
9860,0.00162037
9870,0.00162037
9880,0.00162037
9890,0.00162037
9900,0.00162037
9910,0.00162037
9920,0.00162037
9930,0.00162037
9940,0.00162037
9950,0.00162037
9960,0.00162037
9970,0.00162037
9980,0.00162037
9990,0.00162037
10000,0.00162037
10010,0.00162037
10020,0.00162037
10030,0.00162037
10040,0.00162037
10050,0.00162037
10060,0.00162037
10070,0.00162037
10080,0.00162037
10090,0.00162037
10100,0.00162037
10110,0.00162037
10120,0.00162037
10130,0.00162037
10140,0.00162037
10150,0.00162037
10160,0.00162037
10170,0.00162037
10180,0.00162037
10190,0.00162037
10200,0.00162037
10210,0.00162037
10220,0.00162037
10230,0.00162037
10240,0.00162037
10250,0.00162037
10260,0.00162037
10270,0.00162037
10280,0.00162037
10290,0.00162037
10300,0.00162037
10310,0.00162037
10320,0.00162037
10330,0.00162037
10340,0.00162037
10350,0.00162037
10360,0.00162037
10370,0.00162037
10380,0.00162037
10390,0.00162037
10400,0.00162037
10410,0.00162037
10420,0.00162037
10430,0.00162037
10440,0.00162037
10450,0.00162037
10460,0.00162037
10470,0.00162037
10480,0.00162037
10490,0.00162037
10500,0.00162037
10510,0.00162037
10520,0.00162037
10530,0.00162037
10540,0.00162037
10550,0.00162037
10560,0.00162037
10570,0.00162037
10580,0.00162037
10590,0.00162037
10600,0.00162037
10610,0.00162037
10620,0.00162037
10630,0.00162037
10640,0.00162037
10650,0.00162037
10660,0.00162037
10670,0.00162037
10680,0.00162037
10690,0.00162037
10700,0.00162037
10710,0.00162037
10720,0.00162037
10730,0.00162037
10740,0.00162037
10750,0.00162037
10760,0.00162037
10770,0.00162037
10780,0.00162037
10790,0.00162037
10800,0.00162037
10810,0.00162037
10820,0.00162037
10830,0.00162037
10840,0.00162037
10850,0.00162037
10860,0.00162037
10870,0.00162037
10880,0.00162037
10890,0.00162037
10900,0.00162037
10910,0.00162037
10920,0.00162037
10930,0.00162037
10940,0.00162037
10950,0.00162037
10960,0.00162037
10970,0.00162037
10980,0.00162037
10990,0.00162037
11000,0.00162037
11010,0.00162037
11020,0.00162037
11030,0.00162037
11040,0.00162037
11050,0.00162037
11060,0.00162037
11070,0.00162037
11080,0.00162037
11090,0.00162037
11100,0.00162037
11110,0.00162037
11120,0.00162037
11130,0.00162037
11140,0.00162037
11150,0.00162037
11160,0.00162037
11170,0.00162037
11180,0.00162037
11190,0.00162037
11200,0.00162037
11210,0.00162037
11220,0.00162037
11230,0.00162037
11240,0.00162037
11250,0.00162037
11260,0.00162037
11270,0.00162037
11280,0.00162037
11290,0.00162037
11300,0.00162037
11310,0.00162037
11320,0.00162037
11330,0.00162037
11340,0.00162037
11350,0.00162037
11360,0.00162037
11370,0.00162037
11380,0.00162037
11390,0.00162037
11400,0.00162037
11410,0.00162037
11420,0.00162037
11430,0.00162037
11440,0.00162037
11450,0.00162037
11460,0.00162037
11470,0.00162037
11480,0.00162037
11490,0.00162037
11500,0.00162037
11510,0.00162037
11520,0.00162037
11530,0.00162037
11540,0.00162037
11550,0.00162037
11560,0.00162037
11570,0.00162037
11580,0.00162037
11590,0.00162037
11600,0.00162037
11610,0.00162037
11620,0.00162037
11630,0.00162037
11640,0.00162037
11650,0.00162037
11660,0.00162037
11670,0.00162037
11680,0.00162037
11690,0.00162037
11700,0.00162037
11710,0.00162037
11720,0.00162037
11730,0.00162037
11740,0.00162037
11750,0.00162037
11760,0.00162037
11770,0.00162037
11780,0.00162037
11790,0.00162037
11800,0.00162037
11810,0.00162037
11820,0.00162037
11830,0.00162037
11840,0.00162037
11850,0.00162037
11860,0.00162037
11870,0.00162037
11880,0.00162037
11890,0.00162037
11900,0.00162037
11910,0.00162037
11920,0.00162037
11930,0.00162037
11940,0.00162037
11950,0.00162037
11960,0.00162037
11970,0.00162037
11980,0.00162037
11990,0.00162037
12000,0.00162037
12010,0.00162037
12020,0.00162037
12030,0.00162037
12040,0.00162037
12050,0.00162037
12060,0.00162037
12070,0.00162037
12080,0.00162037
12090,0.00162037
12100,0.00162037
12110,0.00162037
12120,0.00162037
12130,0.00162037
12140,0.00162037
12150,0.00162037
12160,0.00162037
12170,0.00162037
12180,0.00162037
12190,0.00162037
12200,0.00162037
12210,0.00162037
12220,0.00162037
12230,0.00162037
12240,0.00162037
12250,0.00162037
12260,0.00162037
12270,0.00162037
12280,0.00162037
12290,0.00162037
12300,0.00162037
12310,0.00162037
12320,0.00162037
12330,0.00162037
12340,0.00162037
12350,0.00162037
12360,0.00162037
12370,0.00162037
12380,0.00162037
12390,0.00162037
12400,0.00162037
12410,0.00162037
12420,0.00162037
12430,0.00162037
12440,0.00162037
12450,0.00162037
12460,0.00162037
12470,0.00162037
12480,0.00162037
12490,0.00162037
12500,0.00162037
12510,0.00162037
12520,0.00162037
12530,0.00162037
12540,0.00162037
12550,0.00162037
12560,0.00162037
12570,0.00162037
12580,0.00162037
12590,0.00162037
12600,0.00162037
12610,0.00162037
12620,0.00162037
12630,0.00162037
12640,0.00162037
12650,0.00162037
12660,0.00162037
12670,0.00162037
12680,0.00162037
12690,0.00162037
12700,0.00162037
12710,0.00162037
12720,0.00162037
12730,0.00162037
12740,0.00162037
12750,0.00162037
12760,0.00162037
12770,0.00162037
12780,0.00162037
12790,0.00162037
12800,0.00162037
12810,0.00162037
12820,0.00162037
12830,0.00162037
12840,0.00162037
12850,0.00162037
12860,0.00162037
12870,0.00162037
12880,0.00162037
12890,0.00162037
12900,0.00162037
12910,0.00162037
12920,0.00162037
12930,0.00162037
12940,0.00162037
12950,0.00162037
12960,0.00162037
12970,0.00162037
12980,0.00162037
12990,0.00162037
13000,0.00162037
13010,0.00162037
13020,0.00162037
13030,0.00162037
13040,0.00162037
13050,0.00162037
13060,0.00162037
13070,0.00162037
13080,0.00162037
13090,0.00162037
13100,0.00162037
13110,0.00162037
13120,0.00162037
13130,0.00162037
13140,0.00162037
13150,0.00162037
13160,0.00162037
13170,0.00162037
13180,0.00162037
13190,0.00162037
13200,0.00162037
13210,0.00162037
13220,0.00162037
13230,0.00162037
13240,0.00162037
13250,0.00162037
13260,0.00162037
13270,0.00162037
13280,0.00162037
13290,0.00162037
13300,0.00162037
13310,0.00162037
13320,0.00162037
13330,0.00162037
13340,0.00162037
13350,0.00162037
13360,0.00162037
13370,0.00162037
13380,0.00162037
13390,0.00162037
13400,0.00162037
13410,0.00162037
13420,0.00162037
13430,0.00162037
13440,0.00162037
13450,0.00162037
13460,0.00162037
13470,0.00162037
13480,0.00162037
13490,0.00162037
13500,0.00162037
13510,0.00162037
13520,0.00162037
13530,0.00162037
13540,0.00162037
13550,0.00162037
13560,0.00162037
13570,0.00162037
13580,0.00162037
13590,0.00162037
13600,0.00162037
13610,0.00162037
13620,0.00162037
13630,0.00162037
13640,0.00162037
13650,0.00162037
13660,0.00162037
13670,0.00162037
13680,0.00162037
13690,0.00162037
13700,0.00162037
13710,0.00162037
13720,0.00162037
13730,0.00162037
13740,0.00162037
13750,0.00162037
13760,0.00162037
13770,0.00162037
13780,0.00162037
13790,0.00162037
13800,0.00162037
13810,0.00162037
13820,0.00162037
13830,0.00162037
13840,0.00162037
13850,0.00162037
13860,0.00162037
13870,0.00162037
13880,0.00162037
13890,0.00162037
13900,0.00162037
13910,0.00162037
13920,0.00162037
13930,0.00162037
13940,0.00162037
13950,0.00162037
13960,0.00162037
13970,0.00162037
13980,0.00162037
13990,0.00162037
14000,0.00162037
14010,0.00162037
14020,0.00162037
14030,0.00162037
14040,0.00162037
14050,0.00162037
14060,0.00162037
14070,0.00162037
14080,0.00162037
14090,0.00162037
14100,0.00162037
14110,0.00162037
14120,0.00162037
14130,0.00162037
14140,0.00162037
14150,0.00162037
14160,0.00162037
14170,0.00162037
14180,0.00162037
14190,0.00162037
14200,0.00162037
14210,0.00162037
14220,0.00162037
14230,0.00162037
14240,0.00162037
14250,0.00162037
14260,0.00162037
14270,0.00162037
14280,0.00162037
14290,0.00162037
14300,0.00162037
14310,0.00162037
14320,0.00162037
14330,0.00162037
14340,0.00162037
14350,0.00162037
14360,0.00162037
14370,0.00162037
14380,0.00162037
14390,0.00162037
14400,0.00162037
14410,0.00162037
14420,0.00162037
14430,0.00162037
14440,0.00162037
14450,0.00162037
14460,0.00162037
14470,0.00162037
14480,0.00162037
14490,0.00162037
14500,0.00162037
14510,0.00162037
14520,0.00162037
14530,0.00162037
14540,0.00162037
14550,0.00162037
14560,0.00162037
14570,0.00162037
14580,0.00162037
14590,0.00162037
14600,0.00162037
14610,0.00162037
14620,0.00162037
14630,0.00162037
14640,0.00162037
14650,0.00162037
14660,0.00162037
14670,0.00162037
14680,0.00162037
14690,0.00162037
14700,0.00162037
14710,0.00162037
14720,0.00162037
14730,0.00162037
14740,0.00162037
14750,0.00162037
14760,0.00162037
14770,0.00162037
14780,0.00162037
14790,0.00162037
14800,0.00162037
14810,0.00162037
14820,0.00162037
14830,0.00162037
14840,0.00162037
14850,0.00162037
14860,0.00162037
14870,0.00162037
14880,0.00162037
14890,0.00162037
14900,0.00162037
14910,0.00162037
14920,0.00162037
14930,0.00162037
14940,0.00162037
14950,0.00162037
14960,0.00162037
14970,0.00162037
14980,0.00162037
14990,0.00162037
15000,0.00162037
15010,0.00162037
15020,0.00162037
15030,0.00162037
15040,0.00162037
15050,0.00162037
15060,0.00162037
15070,0.00162037
15080,0.00162037
15090,0.00162037
15100,0.00162037
15110,0.00162037
15120,0.00162037
15130,0.00162037
15140,0.00162037
15150,0.00162037
15160,0.00162037
15170,0.00162037
15180,0.00162037
15190,0.00162037
15200,0.00162037
15210,0.00162037
15220,0.00162037
15230,0.00162037
15240,0.00162037
15250,0.00162037
15260,0.00162037
15270,0.00162037
15280,0.00162037
15290,0.00162037
15300,0.00162037
15310,0.00162037
15320,0.00162037
15330,0.00162037
15340,0.00162037
15350,0.00162037
15360,0.00162037
15370,0.00162037
15380,0.00162037
15390,0.00162037
15400,0.00162037
15410,0.00162037
15420,0.00162037
15430,0.00162037
15440,0.00162037
15450,0.00162037
15460,0.00162037
15470,0.00162037
15480,0.00162037
15490,0.00162037
15500,0.00162037
15510,0.00162037
15520,0.00162037
15530,0.00162037
15540,0.00162037
15550,0.00162037
15560,0.00162037
15570,0.00162037
15580,0.00162037
15590,0.00162037
15600,0.00162037
15610,0.00162037
15620,0.00162037
15630,0.00162037
15640,0.00162037
