seconds,mg
110020,0.002430556
110030,0.002430556
110040,0.002430556
110050,0.002430556
110060,0.002430556
110070,0.002430556
110080,0.002430556
110090,0.002430556
110100,0.002430556
110110,0.002430556
110120,0.002430556
110130,0.002430556
110140,0.002430556
110150,0.002430556
110160,0.002430556
110170,0.002430556
110180,0.002430556
110190,0.002430556
110200,0.002430556
110210,0.002430556
110220,0.002430556
110230,0.002430556
110240,0.002430556
110250,0.002430556
110260,0.002430556
110270,0.002430556
110280,0.002430556
110290,0.002430556
110300,0.002430556
110310,0.002430556
110320,0.002430556
110330,0.002430556
110340,0.002430556
110350,0.002430556
110360,0.002430556
110370,0.002430556
110380,0.002430556
110390,0.002430556
110400,0.002430556
110410,0.002430556
110420,0.002430556
110430,0.002430556
110440,0.002430556
110450,0.002430556
110460,0.002430556
110470,0.002430556
110480,0.002430556
110490,0.002430556
110500,0.002430556
110510,0.002430556
110520,0.002430556
110530,0.002430556
110540,0.002430556
110550,0.002430556
110560,0.002430556
110570,0.002430556
110580,0.002430556
110590,0.002430556
110600,0.002430556
110610,0.002430556
110620,0.002430556
110630,0.002430556
110640,0.002430556
110650,0.002430556
110660,0.002430556
110670,0.002430556
110680,0.002430556
110690,0.002430556
110700,0.002430556
110710,0.002430556
110720,0.002430556
110730,0.002430556
110740,0.002430556
110750,0.002430556
110760,0.002430556
110770,0.002430556
110780,0.002430556
110790,0.002430556
110800,0.002430556
110810,0.002430556
110820,0.002430556
110830,0.002430556
110840,0.002430556
110850,0.002430556
110860,0.002430556
110870,0.002430556
110880,0.002430556
110890,0.002430556
110900,0.002430556
110910,0.002430556
110920,0.002430556
110930,0.002430556
110940,0.002430556
110950,0.002430556
110960,0.002430556
110970,0.002430556
110980,0.002430556
110990,0.002430556
111000,0.002430556
111010,0.002430556
111020,0.002430556
111030,0.002430556
111040,0.002430556
111050,0.002430556
111060,0.002430556
111070,0.002430556
111080,0.002430556
111090,0.002430556
111100,0.002430556
111110,0.002430556
111120,0.002430556
111130,0.002430556
111140,0.002430556
111150,0.002430556
111160,0.002430556
111170,0.002430556
111180,0.002430556
111190,0.002430556
111200,0.002430556
111210,0.002430556
111220,0.002430556
111230,0.002430556
111240,0.002430556
111250,0.002430556
111260,0.002430556
111270,0.002430556
111280,0.002430556
111290,0.002430556
111300,0.002430556
111310,0.002430556
111320,0.002430556
111330,0.002430556
111340,0.002430556
111350,0.002430556
111360,0.002430556
111370,0.002430556
111380,0.002430556
111390,0.002430556
111400,0.002430556
111410,0.002430556
111420,0.002430556
111430,0.002430556
111440,0.002430556
111450,0.002430556
111460,0.002430556
111470,0.002430556
111480,0.002430556
111490,0.002430556
111500,0.002430556
111510,0.002430556
111520,0.002430556
111530,0.002430556
111540,0.002430556
111550,0.002430556
111560,0.002430556
111570,0.002430556
111580,0.002430556
111590,0.002430556
111600,0.002430556
111610,0.002430556
111620,0.002430556
111630,0.002430556
111640,0.002430556
111650,0.002430556
111660,0.002430556
111670,0.002430556
111680,0.002430556
111690,0.002430556
111700,0.002430556
111710,0.002430556
111720,0.002430556
111730,0.002430556
111740,0.002430556
111750,0.002430556
111760,0.002430556
111770,0.002430556
111780,0.002430556
111790,0.002430556
111800,0.002430556
111810,0.002430556
111820,0.002430556
111830,0.002430556
111840,0.002430556
111850,0.002430556
111860,0.002430556
111870,0.002430556
111880,0.002430556
111890,0.002430556
111900,0.002430556
111910,0.002430556
111920,0.002430556
111930,0.002430556
111940,0.002430556
111950,0.002430556
111960,0.002430556
111970,0.002430556
111980,0.002430556
111990,0.002430556
112000,0.002430556
112010,0.002430556
112020,0.002430556
112030,0.002430556
112040,0.002430556
112050,0.002430556
112060,0.002430556
112070,0.002430556
112080,0.002430556
112090,0.002430556
112100,0.002430556
112110,0.002430556
112120,0.002430556
112130,0.002430556
112140,0.002430556
112150,0.002430556
112160,0.002430556
112170,0.002430556
112180,0.002430556
112190,0.002430556
112200,0.002430556
112210,0.002430556
112220,0.002430556
112230,0.002430556
112240,0.002430556
112250,0.002430556
112260,0.002430556
112270,0.002430556
112280,0.002430556
112290,0.002430556
112300,0.002430556
112310,0.002430556
112320,0.002430556
112330,0.002430556
112340,0.002430556
112350,0.002430556
112360,0.002430556
112370,0.002430556
112380,0.002430556
112390,0.002430556
112400,0.002430556
112410,0.002430556
112420,0.002430556
112430,0.002430556
112440,0.002430556
112450,0.002430556
112460,0.002430556
112470,0.002430556
112480,0.002430556
112490,0.002430556
112500,0.002430556
112510,0.002430556
112520,0.002430556
112530,0.002430556
112540,0.002430556
112550,0.002430556
112560,0.002430556
112570,0.002430556
112580,0.002430556
112590,0.002430556
112600,0.002430556
112610,0.002430556
112620,0.002430556
112630,0.002430556
112640,0.002430556
112650,0.002430556
112660,0.002430556
112670,0.002430556
112680,0.002430556
112690,0.002430556
112700,0.002430556
112710,0.002430556
112720,0.002430556
112730,0.002430556
112740,0.002430556
112750,0.002430556
112760,0.002430556
112770,0.002430556
112780,0.002430556
112790,0.002430556
112800,0.002430556
112810,0.002430556
112820,0.002430556
112830,0.002430556
112840,0.002430556
112850,0.002430556
112860,0.002430556
112870,0.002430556
112880,0.002430556
112890,0.002430556
112900,0.002430556
112910,0.002430556
112920,0.002430556
112930,0.002430556
112940,0.002430556
112950,0.002430556
112960,0.002430556
112970,0.002430556
112980,0.002430556
112990,0.002430556
113000,0.002430556
113010,0.002430556
113020,0.002430556
113030,0.002430556
113040,0.002430556
113050,0.002430556
113060,0.002430556
113070,0.002430556
113080,0.002430556
113090,0.002430556
113100,0.002430556
113110,0.002430556
113120,0.002430556
113130,0.002430556
113140,0.002430556
113150,0.002430556
113160,0.002430556
113170,0.002430556
113180,0.002430556
113190,0.002430556
113200,0.002430556
113210,0.002430556
113220,0.002430556
113230,0.002430556
113240,0.002430556
113250,0.002430556
113260,0.002430556
113270,0.002430556
113280,0.002430556
113290,0.002430556
113300,0.002430556
113310,0.002430556
113320,0.002430556
113330,0.002430556
113340,0.002430556
113350,0.002430556
113360,0.002430556
113370,0.002430556
113380,0.002430556
113390,0.002430556
113400,0.002430556
113410,0.002430556
113420,0.002430556
113430,0.002430556
113440,0.002430556
113450,0.002430556
113460,0.002430556
113470,0.002430556
113480,0.002430556
113490,0.002430556
113500,0.002430556
113510,0.002430556
113520,0.002430556
113530,0.002430556
113540,0.002430556
113550,0.002430556
113560,0.002430556
113570,0.002430556
113580,0.002430556
113590,0.002430556
113600,0.002430556
113610,0.002430556
113620,0.002430556
113630,0.002430556
113640,0.002430556
113650,0.002430556
113660,0.002430556
113670,0.002430556
113680,0.002430556
113690,0.002430556
113700,0.002430556
113710,0.002430556
113720,0.002430556
113730,0.002430556
113740,0.002430556
113750,0.002430556
113760,0.002430556
113770,0.002430556
